0,http://purl.obolibrary.org/obo/NCBITaxon_9606
1,http://purl.obolibrary.org/obo/NCBITaxon_10090
2,http://purl.obolibrary.org/obo/NCBITaxon_3702
3,http://purl.obolibrary.org/obo/NCBITaxon_10116
4,http://purl.obolibrary.org/obo/NCBITaxon_4081
5,http://purl.obolibrary.org/obo/NCBITaxon_9913
6,http://purl.obolibrary.org/obo/NCBITaxon_562
7,http://purl.obolibrary.org/obo/NCBITaxon_29760
8,http://purl.obolibrary.org/obo/NCBITaxon_4932
9,http://purl.obolibrary.org/obo/NCBITaxon_34305
10,http://purl.obolibrary.org/obo/NCBITaxon_4530
11,http://purl.obolibrary.org/obo/NCBITaxon_4896
12,http://purl.obolibrary.org/obo/NCBITaxon_3847
13,http://purl.obolibrary.org/obo/NCBITaxon_9544
14,http://purl.obolibrary.org/obo/NCBITaxon_7227
15,http://purl.obolibrary.org/obo/NCBITaxon_6239
16,http://purl.obolibrary.org/obo/NCBITaxon_4565
17,http://purl.obolibrary.org/obo/NCBITaxon_5691
18,http://purl.obolibrary.org/obo/NCBITaxon_287
19,http://purl.obolibrary.org/obo/NCBITaxon_7240
20,http://purl.obolibrary.org/obo/NCBITaxon_49451
21,http://purl.obolibrary.org/obo/NCBITaxon_645164
22,http://purl.obolibrary.org/obo/NCBITaxon_264956
23,http://purl.obolibrary.org/obo/NCBITaxon_47247
24,http://purl.obolibrary.org/obo/NCBITaxon_181288
25,http://purl.obolibrary.org/obo/NCBITaxon_347996
26,http://purl.obolibrary.org/obo/NCBITaxon_9940
27,http://purl.obolibrary.org/obo/NCBITaxon_1280
28,http://purl.obolibrary.org/obo/NCBITaxon_9825
29,http://purl.obolibrary.org/obo/NCBITaxon_3708
30,http://purl.obolibrary.org/obo/NCBITaxon_303
31,http://purl.obolibrary.org/obo/NCBITaxon_47715
32,http://purl.obolibrary.org/obo/NCBITaxon_39414
33,http://purl.obolibrary.org/obo/NCBITaxon_181267
34,http://purl.obolibrary.org/obo/NCBITaxon_3055
35,http://purl.obolibrary.org/obo/NCBITaxon_3750
36,http://purl.obolibrary.org/obo/NCBITaxon_4558
37,http://purl.obolibrary.org/obo/NCBITaxon_35128
38,http://purl.obolibrary.org/obo/NCBITaxon_13427
39,http://purl.obolibrary.org/obo/NCBITaxon_10117
40,http://purl.obolibrary.org/obo/NCBITaxon_47678
41,http://purl.obolibrary.org/obo/NCBITaxon_4054
42,http://purl.obolibrary.org/obo/NCBITaxon_5476
43,http://purl.obolibrary.org/obo/NCBITaxon_104022
44,http://purl.obolibrary.org/obo/NCBITaxon_80765
45,http://purl.obolibrary.org/obo/NCBITaxon_56857
46,http://purl.obolibrary.org/obo/NCBITaxon_5827
47,http://purl.obolibrary.org/obo/NCBITaxon_52999
48,http://purl.obolibrary.org/obo/NCBITaxon_3635
49,http://purl.obolibrary.org/obo/NCBITaxon_4522
50,http://purl.obolibrary.org/obo/NCBITaxon_208452
51,http://purl.obolibrary.org/obo/NCBITaxon_9031
52,http://purl.obolibrary.org/obo/NCBITaxon_99072
53,http://purl.obolibrary.org/obo/NCBITaxon_105271
54,http://purl.obolibrary.org/obo/NCBITaxon_351340
55,http://purl.obolibrary.org/obo/NCBITaxon_3712
56,http://purl.obolibrary.org/obo/NCBITaxon_203015
57,http://purl.obolibrary.org/obo/NCBITaxon_9823
58,http://purl.obolibrary.org/obo/NCBITaxon_4545
59,http://purl.obolibrary.org/obo/NCBITaxon_4509
60,http://purl.obolibrary.org/obo/NCBITaxon_3447
61,http://purl.obolibrary.org/obo/NCBITaxon_1148
62,http://purl.obolibrary.org/obo/NCBITaxon_28901
63,http://purl.obolibrary.org/obo/NCBITaxon_4513
64,http://purl.obolibrary.org/obo/NCBITaxon_34079
65,http://purl.obolibrary.org/obo/NCBITaxon_3983
66,http://purl.obolibrary.org/obo/NCBITaxon_6836
67,http://purl.obolibrary.org/obo/NCBITaxon_5833
68,http://purl.obolibrary.org/obo/NCBITaxon_3039
69,http://purl.obolibrary.org/obo/NCBITaxon_105609
70,http://purl.obolibrary.org/obo/NCBITaxon_51070
71,http://purl.obolibrary.org/obo/NCBITaxon_46731
72,http://purl.obolibrary.org/obo/NCBITaxon_104759
73,http://purl.obolibrary.org/obo/NCBITaxon_46720
74,http://purl.obolibrary.org/obo/NCBITaxon_80863
75,http://purl.obolibrary.org/obo/NCBITaxon_1718
