studyID	term	iri
MTBLS364	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS365	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS366	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS367	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS368	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS369	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS370	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS371	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS372	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS373	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS374	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS375	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS376	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS377	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS378	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS379	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS380	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS381	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS382	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS383	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS384	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS385	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS386	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS387	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS388		
MTBLS389	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS390	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS391	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS392	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS393	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS394	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS395	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS396	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS397	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS398	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS399	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS400	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS401	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS402	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS403	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS404	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS405	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS407	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS408	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS409	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS410	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS411	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS412	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS413	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS414	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS415	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS416		
MTBLS417	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS418	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS419	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS420	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS421		
MTBLS422	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS423	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS424	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS425	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS426	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS427	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS428	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS429	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS430	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS431	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS432	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS433	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS434	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS435	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS436	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS437	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS438	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS439	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS440	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS441	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS442	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS443	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS444	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS445	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS446		
MTBLS447	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS448	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS449	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS450	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS451	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS452	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS453	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS454	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS455	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS456	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS457	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS458	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS459	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS460	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS461	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS462	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS463	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS464	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS465	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS466		
MTBLS467	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS468		
MTBLS469	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS470	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS471	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS472	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS473	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS474		
MTBLS475	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS475	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS476	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS477		
MTBLS478	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS479	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS480	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS481	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS482	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS483	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS484	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS485		
MTBLS486	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS487	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS488	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS489		
MTBLS490		
MTBLS491	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS492	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS493	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS494	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS495	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS496	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS497	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS498		
MTBLS499		
MTBLS501	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS503	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS505		
MTBLS506		
MTBLS507		
MTBLS508		
MTBLS509		
MTBLS510		
MTBLS511		
MTBLS512		
MTBLS513		
MTBLS514		
MTBLS515		
MTBLS516	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS517	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS518	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS519	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS520	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS521	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS522	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS523	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS524	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS525	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS526	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS527	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS528	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS529	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS530	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS531	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS532	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS533	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS534		
MTBLS535	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS536	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS537	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS538	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS539	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS539	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS540	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS541	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS542	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS543	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS544	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS545	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS546	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS547	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS548	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS549	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS550	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS551		
MTBLS552	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS553	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS554	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS555	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS556		
MTBLS557	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS558	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS559	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS560	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS561	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS562	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS563	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS564	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS565		
MTBLS566	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS567	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS568		
MTBLS569		
MTBLS570	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS571	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS572	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS573	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS574	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS575	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS576	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS577	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS578	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS579	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS580	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS581	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS582	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS583	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS585	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS586	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS587	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS588	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS589	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS591	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS592		
MTBLS593	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS594	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS595	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS596	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS597	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS598	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS599	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS600	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS601	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS602	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS606	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS607	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS608	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS609	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS610	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS611	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS611	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS612	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS613	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS614	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS615	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS616	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS617	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS618	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS619	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS620	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS621	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS622	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS623	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS624	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS625	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS626	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS627	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS628	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS629	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS630	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS631	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS633	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS634	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS636	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS638	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS639	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS641	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS642	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS643	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS644	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS645		
MTBLS646	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS647	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS648	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS650	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS651	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS653	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS654	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS655	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS656	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS657		
MTBLS658	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS659		
MTBLS660		
MTBLS661	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS662	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS663	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS664	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS665	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS666	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS667	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS668	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS669	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS670	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS671	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS672	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS673	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS675	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS676	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS678	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS679	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS680	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS681		
MTBLS682	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS683	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS684	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS685	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS686	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS687	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS688	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS689	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS690	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS691	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS692	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS693	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS694	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS694	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS695	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS696	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS698	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS699	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS700	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS701	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS703	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS704	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS705	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS706	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS707	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS708	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS709	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS710	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS711		
MTBLS712		
MTBLS713		
MTBLS714		
MTBLS715		
MTBLS716		
MTBLS717		
MTBLS718		
MTBLS719		
MTBLS720	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS721	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS722	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS723	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS724	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS726	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS727	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS728	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS729	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS731	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS732	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS733	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS734	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS735	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS736	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS737	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS738	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS739	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS740	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS741	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS742	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS743	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS744	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS745	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS746	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS748	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS749	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS750	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS751	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS752	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS753	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS754	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS755	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS756	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS757	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS758	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS759	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS760	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS761	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS762	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS763	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS764	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS765	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS767	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS768	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS769	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS770	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS771	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS772	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS773	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
