Number	" ""Source Name"""	Characteristics[Organism]	Term Source REF[Organism]	Term Accession Number[Organism]	Characteristics[Organism part]	Term Source REF[Organism part]	Term Accession Number[Organism part]
MTBLS88	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood	BTO	http://purl.obolibrary.org/obo/BTO_0000089
MTBLS88	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS88	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	erythrocyte 	BTO	
MTBLS88	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood	BTO	http://purl.obolibrary.org/obo/BTO_0000089
MTBLS88	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS88	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	erythrocyte 	BTO	
MTBLS88	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood	BTO	http://purl.obolibrary.org/obo/BTO_0000089
MTBLS88	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS88	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	erythrocyte 	BTO	
MTBLS88	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood	BTO	http://purl.obolibrary.org/obo/BTO_0000089
MTBLS88	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS88	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	erythrocyte 	BTO	
