Number	" ""Source Name"""	Characteristics[Organism]	Term Source REF[Organism]	Term Accession Number[Organism]	Characteristics[Organism part]	Term Source REF[Organism part]	Term Accession Number[Organism part]
MTBLS353	" ""b4019237"""	specimen			Homo sapiens		
MTBLS353	" ""b8012393"""	specimen			Homo sapiens		
MTBLS353	" ""b8015511"""	specimen			Homo sapiens		
MTBLS353	" ""b6012116"""	specimen			Homo sapiens		
MTBLS353	" ""b5012660"""	specimen			Homo sapiens		
MTBLS353	" ""b6019609"""	specimen			Homo sapiens		
MTBLS353	" ""b5019150"""	specimen			Homo sapiens		
MTBLS353	" ""b4011899"""	specimen			Homo sapiens		
MTBLS353	" ""b5010934"""	specimen			Homo sapiens		
MTBLS353	" ""b7042086"""	specimen			Homo sapiens		
MTBLS353	" ""b3022005"""	specimen			Homo sapiens		
MTBLS353	" ""b7014783"""	specimen			Homo sapiens		
MTBLS353	" ""b8023280"""	specimen			Homo sapiens		
MTBLS353	" ""b5012597"""	specimen			Homo sapiens		
MTBLS353	" ""b4019407"""	specimen			Homo sapiens		
MTBLS353	" ""b5019516"""	specimen			Homo sapiens		
MTBLS353	" ""b3019152"""	specimen			Homo sapiens		
MTBLS353	" ""b7011725"""	specimen			Homo sapiens		
MTBLS353	" ""b7013310"""	specimen			Homo sapiens		
MTBLS353	" ""b7015232"""	specimen			Homo sapiens		
MTBLS353	" ""b4021720"""	specimen			Homo sapiens		
MTBLS353	" ""b6015964"""	specimen			Homo sapiens		
MTBLS353	" ""b7019068"""	specimen			Homo sapiens		
MTBLS353	" ""b4015487"""	specimen			Homo sapiens		
MTBLS353	" ""b8011265"""	specimen			Homo sapiens		
MTBLS353	" ""b4022548"""	specimen			Homo sapiens		
MTBLS353	" ""b3015220"""	specimen			Homo sapiens		
MTBLS353	" ""b7012039"""	specimen			Homo sapiens		
MTBLS353	" ""b8015449"""	specimen			Homo sapiens		
MTBLS353	" ""b4017722"""	specimen			Homo sapiens		
MTBLS353	" ""b8018596"""	specimen			Homo sapiens		
MTBLS353	" ""b6012019"""	specimen			Homo sapiens		
MTBLS353	" ""b3012409"""	specimen			Homo sapiens		
MTBLS353	" ""b7012594"""	specimen			Homo sapiens		
MTBLS353	" ""b5014646"""	specimen			Homo sapiens		
MTBLS353	" ""b4016670"""	specimen			Homo sapiens		
MTBLS353	" ""b8015872"""	specimen			Homo sapiens		
MTBLS353	" ""b8015864"""	specimen			Homo sapiens		
MTBLS353	" ""b8019576"""	specimen			Homo sapiens		
MTBLS353	" ""b5015286"""	specimen			Homo sapiens		
MTBLS353	" ""b6017444"""	specimen			Homo sapiens		
MTBLS353	" ""b6014283"""	specimen			Homo sapiens		
MTBLS353	" ""b6017762"""	specimen			Homo sapiens		
MTBLS353	" ""b4014634"""	specimen			Homo sapiens		
MTBLS353	" ""b8017433"""	specimen			Homo sapiens		
MTBLS353	" ""b5017840"""	specimen			Homo sapiens		
MTBLS353	" ""b4022084"""	specimen			Homo sapiens		
MTBLS353	" ""b7017863"""	specimen			Homo sapiens		
MTBLS353	" ""b5011892"""	specimen			Homo sapiens		
MTBLS353	" ""b7014406"""	specimen			Homo sapiens		
MTBLS353	" ""b5010187"""	specimen			Homo sapiens		
MTBLS353	" ""b4014006"""	specimen			Homo sapiens		
MTBLS353	" ""b3015777"""	specimen			Homo sapiens		
MTBLS353	" ""b3015769"""	specimen			Homo sapiens		
MTBLS353	" ""b6018017"""	specimen			Homo sapiens		
MTBLS353	" ""b6018505"""	specimen			Homo sapiens		
MTBLS353	" ""b4021070"""	specimen			Homo sapiens		
MTBLS353	" ""b4010531"""	specimen			Homo sapiens		
MTBLS353	" ""b0000946"""	specimen			Homo sapiens		
MTBLS353	" ""b4014391"""	specimen			Homo sapiens		
MTBLS353	" ""b5016894"""	specimen			Homo sapiens		
MTBLS353	" ""b7010273"""	specimen			Homo sapiens		
MTBLS353	" ""b3019209"""	specimen			Homo sapiens		
MTBLS353	" ""b8018898"""	specimen			Homo sapiens		
MTBLS353	" ""b4022424"""	specimen			Homo sapiens		
MTBLS353	" ""b3016315"""	specimen			Homo sapiens		
MTBLS353	" ""b4017307"""	specimen			Homo sapiens		
MTBLS353	" ""b3013049"""	specimen			Homo sapiens		
MTBLS353	" ""b7017170"""	specimen			Homo sapiens		
MTBLS353	" ""b5016290"""	specimen			Homo sapiens		
MTBLS353	" ""b8023913"""	specimen			Homo sapiens		
MTBLS353	" ""b7010443"""	specimen			Homo sapiens		
MTBLS353	" ""b4011406"""	specimen			Homo sapiens		
MTBLS353	" ""b5015642"""	specimen			Homo sapiens		
MTBLS353	" ""b7040911"""	specimen			Homo sapiens		
