Number	" ""Source Name"""	Characteristics[Organism]	Term Source REF[Organism]	Term Accession Number[Organism]	Characteristics[Organism part]	Term Source REF[Organism part]	Term Accession Number[Organism part]
MTBLS550	" ""MBG-CSIC"""	C1-E-P2	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	C2-E-P2	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	C3-E-P2	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	C4-E-P2	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	C5-E-P2	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	I1-E-P2	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	I2-E-P2	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	I3-E-P2	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	I4-E-P2	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	I5-E-P2	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	C1-L-P2	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	C2-L-P2	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	C3-L-P2	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	C4-L-P2	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	C5-L-P2	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	I1-L-P2	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	I3-L-P2	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	I4-L-P2	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	I5-L-P2	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	C1-E-Badger	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	C2-E-Badger	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	C3-E-Badger	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	C4-E-Badger	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	C5-E-Badger	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	I1-E-Badger	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	I2-E-Badger	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	I3-E-Badger	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	I4-E-Badger	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	I5-E-Badger	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	C1-L-Badger	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	C2-L-Badger	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	C3-L-Badger	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	C4-L-Badger	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	C5-L-Badger	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	I1-L-Badger	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	I2-L-Badger	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	I3-L-Badger	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	I4-L-Badger	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
MTBLS550	" ""MBG-CSIC"""	I5-L-Badger	Brassica oleracea	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3712	basic vegetative phase	PTO
