Number	" ""Source Name"""	Characteristics[Organism]	Term Source REF[Organism]	Term Accession Number[Organism]	Characteristics[Organism part]	Term Source REF[Organism part]	Term Accession Number[Organism part]
MTBLS375	" ""WT_1"""	Arabidopsis thaliana	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3702	Wassilewskija ecotype	EFO	http://www.ebi.ac.uk/efo/EFO_0005156
MTBLS375	" ""WT_2"""	Arabidopsis thaliana	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3702	Wassilewskija ecotype	EFO	http://www.ebi.ac.uk/efo/EFO_0005156
MTBLS375	" ""WT_3"""	Arabidopsis thaliana	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3702	Wassilewskija ecotype	EFO	http://www.ebi.ac.uk/efo/EFO_0005156
MTBLS375	" ""WT_4"""	Arabidopsis thaliana	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3702	Wassilewskija ecotype	EFO	http://www.ebi.ac.uk/efo/EFO_0005156
MTBLS375	" ""WT_5"""	Arabidopsis thaliana	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3702	Wassilewskija ecotype	EFO	http://www.ebi.ac.uk/efo/EFO_0005156
MTBLS375	" ""WT_6"""	Arabidopsis thaliana	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3702	Wassilewskija ecotype	EFO	http://www.ebi.ac.uk/efo/EFO_0005156
MTBLS375	" ""WT_7"""	Arabidopsis thaliana	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3702	Wassilewskija ecotype	EFO	http://www.ebi.ac.uk/efo/EFO_0005156
MTBLS375	" ""WT_8"""	Arabidopsis thaliana	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3702	Wassilewskija ecotype	EFO	http://www.ebi.ac.uk/efo/EFO_0005156
MTBLS375	" ""WT_9"""	Arabidopsis thaliana	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3702	Wassilewskija ecotype	EFO	http://www.ebi.ac.uk/efo/EFO_0005156
MTBLS375	" ""WT_10"""	Arabidopsis thaliana	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3702	Wassilewskija ecotype	EFO	http://www.ebi.ac.uk/efo/EFO_0005156
MTBLS375	" ""Mut_1"""	Arabidopsis thaliana	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3702	Wassilewskija ecotype	EFO	http://www.ebi.ac.uk/efo/EFO_0005156
MTBLS375	" ""Mut_2"""	Arabidopsis thaliana	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3702	Wassilewskija ecotype	EFO	http://www.ebi.ac.uk/efo/EFO_0005156
MTBLS375	" ""Mut_3"""	Arabidopsis thaliana	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3702	Wassilewskija ecotype	EFO	http://www.ebi.ac.uk/efo/EFO_0005156
MTBLS375	" ""Mut_4"""	Arabidopsis thaliana	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3702	Wassilewskija ecotype	EFO	http://www.ebi.ac.uk/efo/EFO_0005156
MTBLS375	" ""Mut_5"""	Arabidopsis thaliana	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3702	Wassilewskija ecotype	EFO	http://www.ebi.ac.uk/efo/EFO_0005156
MTBLS375	" ""Mut_6"""	Arabidopsis thaliana	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3702	Wassilewskija ecotype	EFO	http://www.ebi.ac.uk/efo/EFO_0005156
