Number	" ""Source Name"""	Characteristics[Organism]	Term Source REF[Organism]	Term Accession Number[Organism]	Characteristics[Organism part]	Term Source REF[Organism part]	Term Accession Number[Organism part]
MTBLS166	" ""Mice Urine"""	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419
MTBLS166	" ""Mice Urine"""	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419
MTBLS166	" ""Mice Urine"""	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419
MTBLS166	" ""Mice Urine"""	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419
MTBLS166	" ""Mice Urine"""	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419
MTBLS166	" ""Mice Urine"""	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419
MTBLS166	" ""Mice Urine"""	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419
MTBLS166	" ""Mice Urine"""	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419
MTBLS166	" ""Mice Urine"""	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419
MTBLS166	" ""Mice Urine"""	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419
MTBLS166	" ""Mice Urine"""	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419
MTBLS166	" ""Mice Urine"""	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419
MTBLS166	" ""Mice Urine"""	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419
MTBLS166	" ""Mice Urine"""	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419
