Number	" ""Source Name"""	Characteristics[Organism]	Term Source REF[Organism]	Term Accession Number[Organism]	Characteristics[Organism part]	Term Source REF[Organism part]	Term Accession Number[Organism part]
MTBLS53	" ""incubation media 1"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	monocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000876
MTBLS53	" ""incubation media 1"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	monocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000876
MTBLS53	" ""incubation media 2"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	monocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000876
MTBLS53	" ""incubation media 2"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	monocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000876
MTBLS53	" ""incubation media 1"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	monocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000876
MTBLS53	" ""incubation media 2"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	monocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000876
MTBLS53	" ""incubation media 2"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	monocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000876
MTBLS53	" ""incubation media 3"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	monocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000876
MTBLS53	" ""incubation media 3"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	monocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000876
MTBLS53	" ""incubation media 4"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	monocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000876
MTBLS53	" ""incubation media 4"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	monocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000876
MTBLS53	" ""incubation media 5"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	monocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000876
MTBLS53	" ""incubation media 5"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	monocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000876
MTBLS53	" ""incubation media 6"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	monocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000876
MTBLS53	" ""incubation media 6"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	monocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000876
MTBLS53	" ""incubation media 6"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	monocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000876
MTBLS53	" ""incubation media 7"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	monocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000876
MTBLS53	" ""incubation media 7"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	monocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000876
MTBLS53	" ""incubation media 8"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	monocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000876
MTBLS53	" ""incubation media 8"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	monocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000876
MTBLS53	" ""incubation media 3"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	monocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000876
MTBLS53	" ""incubation media 3"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	monocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000876
MTBLS53	" ""incubation media 4"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	monocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000876
MTBLS53	" ""incubation media 4"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	monocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000876
