Number	" ""Source Name"""	Characteristics[Organism]	Term Source REF[Organism]	Term Accession Number[Organism]	Characteristics[Organism part]	Term Source REF[Organism part]	Term Accession Number[Organism part]
MTBLS541	" ""SK-N-AS"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	neuroblastoma cell line	EFO	http://www.ebi.ac.uk/efo/EFO_0002859
MTBLS541	" ""SK-N-AS"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	neuroblastoma cell line	EFO	http://www.ebi.ac.uk/efo/EFO_0002859
MTBLS541	" ""SK-N-AS"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	neuroblastoma cell line	EFO	http://www.ebi.ac.uk/efo/EFO_0002859
MTBLS541	" ""SK-N-AS"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	neuroblastoma cell line	EFO	http://www.ebi.ac.uk/efo/EFO_0002859
MTBLS541	" ""SK-N-AS"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	neuroblastoma cell line	EFO	http://www.ebi.ac.uk/efo/EFO_0002859
MTBLS541	" ""SK-N-AS"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	neuroblastoma cell line	EFO	http://www.ebi.ac.uk/efo/EFO_0002859
MTBLS541	" ""SK-N-AS"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	neuroblastoma cell line	EFO	http://www.ebi.ac.uk/efo/EFO_0002859
MTBLS541	" ""SK-N-AS"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	neuroblastoma cell line	EFO	http://www.ebi.ac.uk/efo/EFO_0002859
MTBLS541	" ""SK-N-AS"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	neuroblastoma cell line	EFO	http://www.ebi.ac.uk/efo/EFO_0002859
MTBLS541	" ""SK-N-AS"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	neuroblastoma cell line	EFO	http://www.ebi.ac.uk/efo/EFO_0002859
