Number	" ""Source Name"""	Characteristics[Organism]	Term Source REF[Organism]	Term Accession Number[Organism]	Characteristics[Organism part]	Term Source REF[Organism part]	Term Accession Number[Organism part]
MTBLS403	" ""white tea-0 h-1"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-0 h-2"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-0 h-3"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-4 h-1"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-4 h-2"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-4 h-3"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-8 h-1"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-8 h-2"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-8 h-3"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-12 h-1"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-12 h-2"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-12 h-3"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-16 h-1"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-16 h-2"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-16 h-3"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-20 h-1"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-20 h-2"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-20 h-3"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-24 h-1"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-24 h-2"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-24 h-3"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-28 h-1"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-28 h-2"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-28 h-3"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-36 h-1"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-36 h-2"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-36 h-3"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
MTBLS403	" ""white tea-36 h-4"""	Camellia sinensis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4442	Fuding Dabaicha		
