Number	" ""Source Name"""	Characteristics[Organism]	Term Source REF[Organism]	Term Accession Number[Organism]	Characteristics[Organism part]	Term Source REF[Organism part]	Term Accession Number[Organism part]
MTBLS123	" ""Pig Serum 1"""	Sus scrofa domesticus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9825	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0000133
MTBLS123	" ""Pig Serum 2"""	Sus scrofa domesticus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9825	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0000133
MTBLS123	" ""Pig Serum 3"""	Sus scrofa domesticus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9825	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0000133
MTBLS123	" ""Pig Serum 4"""	Sus scrofa domesticus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9825	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0000133
MTBLS123	" ""Pig Serum 5"""	Sus scrofa domesticus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9825	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0000133
MTBLS123	" ""Pig Serum 6"""	Sus scrofa domesticus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9825	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0000133
MTBLS123	" ""Pig Serum 7"""	Sus scrofa domesticus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9825	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0000133
MTBLS123	" ""Pig Serum 8"""	Sus scrofa domesticus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9825	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0000133
MTBLS123	" ""Pig Serum 9"""	Sus scrofa domesticus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9825	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0000133
MTBLS123	" ""Pig Serum 10"""	Sus scrofa domesticus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9825	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0000133
