Number	" ""Source Name"""	Characteristics[Organism]	Term Source REF[Organism]	Term Accession Number[Organism]	Characteristics[Organism part]	Term Source REF[Organism part]	Term Accession Number[Organism part]
MTBLS574	" ""Barro Colorado Island_plant_10020"""	Inga marginata	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/468147	leaf	BTO	http://purl.obolibrary.org/obo/BTO_0000713
MTBLS574	" ""Barro Colorado Island_plant_10022"""	Inga marginata	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/468147	leaf	BTO	http://purl.obolibrary.org/obo/BTO_0000713
MTBLS574	" ""Barro Colorado Island_plant_4173"""	Inga marginata	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/468147	leaf	BTO	http://purl.obolibrary.org/obo/BTO_0000713
MTBLS574	" ""Barro Colorado Island_plant_4170"""	Inga marginata	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/468147	leaf	BTO	http://purl.obolibrary.org/obo/BTO_0000713
MTBLS574	" ""Barro Colorado Island_plant_10079"""	Inga marginata	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/468147	leaf	BTO	http://purl.obolibrary.org/obo/BTO_0000713
MTBLS574	" ""Barro Colorado Island_plant_10246"""	Inga pezizifera	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/486075	leaf	BTO	http://purl.obolibrary.org/obo/BTO_0000713
MTBLS574	" ""Barro Colorado Island_plant_8994"""	Inga pezizifera	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/486075	leaf	BTO	http://purl.obolibrary.org/obo/BTO_0000713
MTBLS574	" ""Barro Colorado Island_plant_3888"""	Inga pezizifera	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/486075	leaf	BTO	http://purl.obolibrary.org/obo/BTO_0000713
MTBLS574	" ""Barro Colorado Island_plant_3883"""	Inga pezizifera	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/486075	leaf	BTO	http://purl.obolibrary.org/obo/BTO_0000713
MTBLS574	" ""Barro Colorado Island_plant_8969"""	Inga pezizifera	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/486075	leaf	BTO	http://purl.obolibrary.org/obo/BTO_0000713
MTBLS574	" ""Los Amigos_plant_2106"""	Inga alata	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/668906	leaf	BTO	http://purl.obolibrary.org/obo/BTO_0000713
MTBLS574	" ""Los Amigos_plant_2849"""	Inga alata	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/668906	leaf	BTO	http://purl.obolibrary.org/obo/BTO_0000713
