Number	" ""Source Name"""	Characteristics[Organism]	Term Source REF[Organism]	Term Accession Number[Organism]	Characteristics[Organism part]	Term Source REF[Organism part]	Term Accession Number[Organism part]
MTBLS518	" ""nist"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS518	" ""nist2"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS518	" ""q3June2014"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS518	" ""REe6"""	NCBITAXON:Macaca mulatta;NCBITAXON:Plasmodium coatneyi			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS518	" ""2119302"""	NCBITAXON:Macaca mulatta;NCBITAXON:Plasmodium coatneyi			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS518	" ""2119305"""	NCBITAXON:Macaca mulatta;NCBITAXON:Plasmodium coatneyi			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS518	" ""2119304"""	NCBITAXON:Macaca mulatta;NCBITAXON:Plasmodium coatneyi			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS518	" ""2119306"""	NCBITAXON:Macaca mulatta;NCBITAXON:Plasmodium coatneyi			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS518	" ""2119303"""	NCBITAXON:Macaca mulatta;NCBITAXON:Plasmodium coatneyi			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS518	" ""2167260"""	NCBITAXON:Macaca mulatta;NCBITAXON:Plasmodium coatneyi			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS518	" ""2168469"""	NCBITAXON:Macaca mulatta;NCBITAXON:Plasmodium coatneyi			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS518	" ""2168474"""	NCBITAXON:Macaca mulatta;NCBITAXON:Plasmodium coatneyi			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS518	" ""2168479"""	NCBITAXON:Macaca mulatta;NCBITAXON:Plasmodium coatneyi			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS518	" ""2168484"""	NCBITAXON:Macaca mulatta;NCBITAXON:Plasmodium coatneyi			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS518	" ""2173473"""	NCBITAXON:Macaca mulatta;NCBITAXON:Plasmodium coatneyi			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS518	" ""2173478"""	NCBITAXON:Macaca mulatta;NCBITAXON:Plasmodium coatneyi			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS518	" ""2175899"""	NCBITAXON:Macaca mulatta;NCBITAXON:Plasmodium coatneyi			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS518	" ""2175904"""	NCBITAXON:Macaca mulatta;NCBITAXON:Plasmodium coatneyi			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS518	" ""2175909"""	NCBITAXON:Macaca mulatta;NCBITAXON:Plasmodium coatneyi			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS518	" ""2206585"""	NCBITAXON:Macaca mulatta;NCBITAXON:Plasmodium coatneyi			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS518	" ""2206590"""	NCBITAXON:Macaca mulatta;NCBITAXON:Plasmodium coatneyi			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS518	" ""2206595"""	NCBITAXON:Macaca mulatta;NCBITAXON:Plasmodium coatneyi			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS518	" ""2206600"""	NCBITAXON:Macaca mulatta;NCBITAXON:Plasmodium coatneyi			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS518	" ""2206605"""	NCBITAXON:Macaca mulatta;NCBITAXON:Plasmodium coatneyi			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
